# USB-IF Vendor ID lookup
# Source: https://www.usb.org/sites/default/files/vendor_ids03102026_0.pdf
# Obsolete source: https://www.usb.org/sites/default/files/obsoletevids_10232019.pdf
# Fetched: 2026-05-13T08:45:39Z
# Format: <decimal_vid>\t<vendor_name>
1223	Micro Macro Technologies
1224	Konica Corporation
1225	AT&T Microelectronics ‐ OBSOLETE
1226	Lite-On Technology Corp.
1227	FUJIFILM Corporation
1228	ST-Ericsson
1229	Tatung Company of America, Inc.
1230	ScanLogic Corporation
1231	Myson Century, Inc.
1232	Digi International
1233	ITT Cannon
1234	Altec Lansing Technologies, Inc.
1235	VidUS, Inc.
1236	LSI Logic Inc.
1237	Forte Technologies, Inc.
1238	Siemens Industry Software Inc.
1239	Oki Semiconductor
1240	Microchip Technology Inc.
1241	Holtek Semiconductor, Inc.
1242	Panasonic Holdings Corporation
1243	Hypertec Ltd.
1244	Huan Hsin Holdings Ltd.
1245	Sharp Corporation
1246	MindShare, Inc.
1247	ePadLink
1248	Sony Electronics ‐ OBSOLETE
1249	Iiyama Corporation
1250	Exar Corporation
1251	Zilog
1252	ACC Microelectronics
1253	Promise Technology
1254	Hirsch, Inc
1255	Elo Touch Solutions
1256	Samsung Electronics Co., Ltd.
1257	PC-Tel, Inc.
1258	Sipex Corporation
1259	Northstar Systems Corp.
1260	Tokyo Electron Device Limited
1261	Annabooks
1263	Pacific Electronic International, Inc.
1264	Daewoo Electronics Co., Ltd.
1265	Victor Company of Japan, Limited
1266	Chicony Electronics Co., Ltd.
1267	ELAN Microelectronics Corporation
1268	Harting Elektronik Inc.
1269	Fujitsu-ICL Systems, Inc.
1270	Norand Corporation
1271	Newnex Technology Corp.
1272	FuturePlus Systems
1273	Brother Industries, Ltd.
1274	Dallas Semiconductor
1275	Biostar Microtech Int'l Corp.
1276	SUNPLUS TECHNOLOGY CO., LTD.
1277	Soliton Systems K.K.
1278	PFU Limited
1279	E-CMOS Corp.
1280	Siam United Hi-Tech
1281	Fujikura/DDK
1282	Acer, Inc.
1283	Hitachi America Ltd.
1284	Hayes Microcomputer Products
1285	Digital Home Corporation
1286	3Com Corporation
1287	Hosiden Corporation
1288	Faurecia Clarion Electronics Co., Ltd.
1289	Aztech Systems Ltd
1290	Cinch Connectors
1291	Cable System International
1292	InnoMedia, Inc.
1293	Belkin International, Inc.
1294	Neon Technology, Inc.
1295	KC Technology Inc.
1296	Sejin Electron Inc.
1297	N*ABLE Technologies, Inc (Data Book)
1298	Hualon Microelectronics Corp.
1299	digital-X, Inc.
1300	FCI Electronics
1301	ACTC
1302	Longwell Electronics/Longwell Company
1303	Butterfly Communications
1304	EzKEY Corp.
1305	Star Micronics Co., LTD
1306	WYSE Technology
1307	Silicon Graphics ‐ OBSOLETE
1308	Shuttle Inc.
1309	American Power Conversion
1310	Scientific Atlanta, Inc.
1311	IO Systems Inc.
1312	Taiwan Semiconductor Manufacturing Co.
1313	Airborn Connectors
1314	ACON, Advanced-Connectek, Inc.
1315	ATEN GMBH
1316	Sola Electronics
1317	PLX Technology, Inc.
1318	Temic MHS S.A.
1319	ALTRA
1320	ATI Technologies, Inc.
1321	SafeNet Data Security (Israel) Ltd.
1322	Crescent Heart Software
1323	Tekom Technologies, Inc
1324	Canon Development Americas
1325	Avid Electronics Corp.
1326	Standard Microsystems Corp. (1)
1327	Unicore Software, Inc.
1328	American Microsystems Inc.
1329	Wacom Technology Corp.
1330	Systech Corporation
1331	Alcatel Mobile Phones
1332	Motorola
1333	LIH TZU Electric Co., Ltd.
1334	Hand Held Products (Honeywell International Inc.)
1335	Inventec Corporation
1336	The SCO Group
1337	Shyh Shiun Terminals Co. LTD
1338	Preh KeyTec GmbH
1339	Global Village Communication
1340	Institut of Microelectronic & Mechatronic Systems
1341	Silicon Architect
1342	Mobility Electronics
1343	Synopsys, Inc.
1344	UniAccess AB
1345	Sirf Technology, Inc
1346	MICOM Communications Corp.
1347	ViewSonic Corporation
1348	Cristie Electronics Ltd.
1349	Veo
1350	Polaroid Corporation
1351	Anchor Chips Inc.
1352	Tyan Computer Corp.
1353	Pixera Corporation
1354	Fujitsu Microelectronics, Inc.
1355	New Media Corporation
1356	Sony Group Corporation
1357	Try Corporation
1358	Proside Corporation
1359	WYSE Technology Taiwan
1360	FUJIFILM Business Innovation Corp.
1361	CompuTrend Systems, Inc.
1362	Philips Monitors
1363	STMicroelectronics Imaging Division
1364	Dictaphone Corp.
1365	ANAM S&T Co., Ltd.
1366	Asahi Kasei Microdevices Corporation
1367	ATEN International Co. Ltd.
1368	Truevision, Inc.
1369	Cadence Design Systems, Inc.
1370	Kenwood USA
1371	KnowledgeTek, Inc.
1372	Proton Electronic Ind.
1373	Samsung Electro-Mechanics Co.
1374	Optoma Corporation
1375	Mustek Systems Inc.
1376	Interface Corporation
1377	Oasis Design, Inc.
1378	Telex Communications Inc.
1379	Immersion Corporation
1380	Kodak Digital Product Center, Japan Ltd.
1381	Peracom Networks, Inc.
1382	Monterey International Corp.
1383	Xyratex
1384	Quartz Ingenierie
1385	SegaSoft
1386	WACOM Co., Ltd.
1387	Decicon Incorporated
1388	Belkin Research & Development
1389	EIZO Corporation
1390	Elecom Co., Ltd.
1391	Korea Data Systems Co., Ltd.
1392	Epson America
1393	XLR8, Inc.
1394	Conexant Systems LLC
1395	Zoran Corporation
1396	City University of Hong Kong
1397	Philips Creative Display Solutions
1398	BAFO/Quality Computer Accessories
1399	ELSA
1400	Intrinsix Corp.
1401	GVC Corporation
1402	Samsung Electronics America
1403	Y-E Data, Inc.
1404	AVM GmbH
1405	Shark Multimedia Inc.
1406	Nintendo Co., Ltd.
1407	QuickShot Limited
1408	Denron Inc.
1409	Racal Data Group
1410	Roland Corporation
1411	Padix Co., Ltd.
1412	RATOC Systems, Inc.
1413	FlashPoint Technology, Inc.
1414	ZyXEL Communications Corp
1415	Matsushita Kotobuki Electronics Industries America
1416	Sapien Design
1417	Victron
1418	Nohau Corporation
1419	Infineon Technologies
1420	In Focus Systems
1421	Micrel Semiconductor
1422	Tripath Technology Inc.
1423	Alcor Micro, Corp.
1424	OMRON Corporation
1425	Questra Consulting
1426	Powerware Corporation
1427	Incite
1428	Princeton Graphic Systems
1429	Zoran Microelectronics Ltd.
1430	TES America
1431	Trisignal Communications
1432	Niigata Canotec Co., Inc.
1433	Brilliance Semiconductor Inc.
1434	Spectrum Signal Processing Inc.
1435	Iomega Corporation
1436	A-Trend Technology Co., Ltd.
1437	Advanced Input Devices
1438	Intelligent Instrumentation
1439	LaCie
1440	Vetronix Corporation
1441	Cardservice Inc.
1442	Fuji Film Microdevices Co. Ltd.
1443	TransDimension-NH LLC
1444	Ortek Technology, Inc.
1445	Sampo Technology Corp.
1446	Cisco Systems, Inc.
1447	Bose Corporation
1448	Spacetec IMC Corporation
1449	OmniVision Technologies, Inc.
1450	Utilux South China Ltd.
1451	In-System Design
1452	Apple
1453	Y.C. Cable U.S.A., Inc
1454	Synopsys, Inc.(2)
1455	Sunrex Technology Corp.
1456	Fountain Technologies, Inc
1457	First International Computer, Inc.
1458	Focus Electronics
1460	HYUNDAI Electronics Industries Co., Ltd.
1461	Dialogic Corp
1462	Proxima Corporation
1463	Medianix Semiconductor, Inc.
1464	Sysgration
1465	Philips Research Laboratories
1466	DigitalPersona, Inc.
1467	Grey Cell Systems
1468	Forward Electronics ‐ OBSOLETE
1469	RAFI GmbH & Co. KG
1470	Tyco Electronics Corp., a TE Connectivity Ltd. company
1471	S & S Research
1472	Keil Software
1473	MegaChips Corporation
1474	Media Phonics (Suisse) S.A.
1475	VME Microsystems
1476	Davicom Semiconductor ‐ OBSOLETE
1477	Digi International Inc.
1478	Qualcomm, Inc
1479	Qtronix Corp
1480	Foxlink/Cheng Uei Precision Industry Co., Ltd
1481	Semtech
1482	Ricoh Company Ltd.
1483	PowerVision Technologies Inc.
1484	Neue ELSA GmbH
1485	Silicom LTD.
1486	sci-worx GmbH
1487	Sung Forn Co. LTD.
1488	GE Medical Systems Lunar
1489	Brainboxes Limited
1490	Wave Systems Corp.
1491	Tohoku Ricoh Co., Ltd.
1492	TYI Systems TD ‐ OBSOLETE
1493	Super Gate Technology Co., LTD
1494	Philips Semiconductors, CICT
1495	Thomas & Betts
1496	Ultima Electronics Corp.
1497	TPG IPB, Inc.
1498	Microtek International Inc.
1499	Sun Corporation
1500	Lexar Media, Inc.
1501	Delta Electronics Inc.
1502	Crucial Technology
1503	Silicon Vision Inc.
1504	Zebra Technologies
1505	Syntek Semiconductor Co., Ltd.
1506	ElecVision Inc.
1507	Genesys Logic, Inc.
1508	Red Wing Corporation
1509	Fuji Electric Co., Ltd.
1510	Keithley Instruments
1511	EIZO Nanao Technologies Inc.
1512	ICC, Inc.
1513	Kawasaki Microelectronics America, Inc.
1514	Evergreen Systems International
1515	FFC Limited
1516	COM21, Inc.
1517	National Instrument ‐ OBSOLETE
1518	Cytechinfo Inc.
1519	Anko Electronic Co., Ltd.
1520	Canopus Co., Ltd.
1522	Dexin Corporation, Ltd.
1523	PI Engineering, Inc.
1524	Davis AS
1525	Unixtar Technology Inc.
1526	Envision Peripherals, Inc.
1527	Silicon Portals Inc.
1528	Phase Metrics
1529	Datalogic srl
1530	Siemens Telecommunications Systems Limited
1531	Elan Microelectronics ‐ OBSOLETE
1532	Harman Multimedia
1533	STD Manufacturing Ltd.
1534	CHIC TECHNOLOGY CORP
1535	LeCroy Corporation
1536	Barco
1537	Jazz Hipster Corporation
1538	Vista Imaging Inc.
1539	Novatek Microelectronics Corp.
1540	Jean Co, Ltd.
1541	Anchor C&C Co., Ltd.
1542	Royal Information Electronics Co., Ltd.
1543	Bridge Information Co., Ltd.
1544	Genrad Ads
1545	SMK Corporation
1546	Worth Data, Inc.
1547	Solid Year Co., LTD.
1548	EEH Datalink Gmbh
1549	Auctor Corporation
1550	Transmonde Technologies, Inc.
1551	Joinsoon Electronics Mfg. Co., Ltd.
1552	Costar Electronics Inc.
1553	JVCKENWOOD Nagaoka Corp.
1554	TV Interactive Corp.
1555	TransAct Technologies Incorporated
1556	Bio-Rad Laboratories
1557	Quabbin Wire & Cable Co., INC.
1558	Future Techno Designs PVT. LTD.
1559	Swiss Federal Institute of Technology
1560	Chia Shin Technology Corp.
1561	Seiko Instruments Inc.
1562	Veridicom2
1563	Promptus Communications, Inc.
1564	Act Labs, Ltd.
1565	Quatech, Inc.
1566	Nissei Electric Co.
1567	Kensington ‐ OBSOLETE
1568	Alaris, Inc.
1569	ODU-Steckverbindungssysteme GmbH & Co. KG
1570	Iotech, Inc.
1571	Littelfuse, Inc.
1572	Avocent Corporation
1573	TiMedia Technology Co., Ltd.
1574	SystemGear Co., Ltd.
1575	Adomax Technology Co., Ltd.
1576	Tasking Software Inc.
1577	Zida Technologies Limited
1578	MosArt Semiconductor Corp.
1579	Greatlink Electronics Taiwan Ltd.
1580	Institute for Information Industry
1581	Taiwan Tai-Hao Enterprises Co. Ltd.
1582	JPC-MAIN SUPER Inc.
1583	Sin Sheng Terminal & Machine Inc.
1584	ORL
1585	JUJO Electronics Corporation
1586	Marquette Medical Systems, Inc.
1587	Cyrix Corporation
1588	Micron Technology, Inc.
1589	Methode Electronics, Inc.
1590	Sierra Imaging, Inc.
1591	Gunz Limited
1592	Avision, Inc.
1593	Chrontel, Inc.
1594	Techwin Corporation
1595	Taugagreining HF (2)
1596	Yamaichi Electronics Co., Ltd. (Sakura)
1597	Fong Kai Industrial Co., Ltd.
1598	RealMedia Technology, Inc.
1599	New Technology Cable Ltd.
1600	Hitex Development Tools
1601	Woods Industries, Inc.
1602	VIA Medical Corporation
1603	NOVATUS, Inc.
1604	TEAC Corporation
1605	Ethentica Inc.
1606	Umax Data Systems, Inc. ‐ OBSOLETE
1607	Acton Research Corporation
1608	Inside Out Networks ‐ OBSOLETE
1609	Weli Science Co., Ltd
1610	Technical Corp.
1611	Analog Devices, Inc. Development Tools
1612	Ji-Haw Industrial Co., Ltd
1613	TriTech Microelectronics Ltd
1614	Suyin Corporation
1615	WIBU-Systems AG
1616	Dynapro Systems
1617	Likom Technology Sdn. Bhd.
1618	Stargate Solutions, Inc.
1619	CNF Inc.
1620	Granite Microsystems, Inc.
1621	Space Shuttle Hi-Tech Co.,Ltd.
1622	Glory Mark Electronic Ltd.
1623	Tekcon Electronics Corp.
1624	Sigma Designs, Inc.
1625	AETHRA
1626	Optoelectronics Co., Ltd.
1627	Tracewell Systems
1628	Brentwood Medical Technology Corp.
1629	ATTO Technology, Inc.
1630	Silicon Graphics
1631	Good Way Technology Co., Ltd. & GWC technology Inc
1632	TSAY-E (BVI) International Inc.
1633	Hamamatsu Photonics K.K.
1634	Kansai Electric Co., Ltd.
1635	Topmax Electronic Co., Ltd.
1636	ET&T
1637	WayTech Development, Inc.
1639	Antona Corporation
1640	WordWand
1641	Oce' Printing Systems GmbH
1642	Total Technologies, Ltd.
1643	SCM Microsystems Japan, Inc.
1644	ASK ASA
1645	Entrega Technologies Inc.
1646	Acer Semiconductor America, Inc.
1647	Freescale Semiconductor, Inc. - Sigmatel
1648	Sequel Imaging, Inc.
1649	Keisoku Giken Co., Ltd.
1650	Labtec Inc.
1651	HCL Peripherals Limited
1652	Key Mouse Electronic Enterprise Co., Ltd.
1653	DrayTek Corp.
1654	Teles AG
1655	Aiwa Co., Ltd.
1656	ACARD Technology Corp.
1657	WaterGate Software, Inc.
1658	ADS ANKER GmbH
1659	Prolific Technology, Inc.
1660	Efficient Networks, Inc.
1661	Hohner Corp.
1662	Intermec Technologies (S) Pte Ltd.
1663	Virata Ltd.
1664	Realtek Semiconductor Corp., CPP Div.
1665	Siemens Information and Communication Products
1666	Victor Company of Japan Ltd. ‐ OBSOLETE
1667	Dataq Instruments, Inc.
1668	Cytec Corporation
1669	ISDN*tek
1670	KONICA MINOLTA TECHNOLOGY CENTER, INC.
1671	Sycard Technology
1672	Microprocess Ingenierie
1673	Elesys Inc.
1674	Pertech Inc.
1675	Potrans International, Inc.
1676	Tokin Corporation, Card Media Systems Department
1677	Medical Measurement Systems B.V.
1678	CH Products
1679	Nihon Kohden Corporation
1680	Golden Bridge Electech Inc.
1681	Denter System Co., Ltd.
1682	Klippel GmbH
1683	Hagiwara Solutions Co., Ltd.
1684	The LEGO Company
1685	ODU-USA, Inc.
1686	Carroll Touch
1687	Oxford Instruments (Medical Systems Division)
1688	Chuntex (CTX)
1689	Tektronix, Inc.
1690	Askey Computer Corporation
1691	Technicolor SA
1692	HST High Soft Tech GmbH
1693	Hughes Network Systems (HNS)
1694	IDEC AUTO-ID SOLUTIONS CORPORATION
1695	Tron b.v.
1696	USB Systems Design
1697	Alexon Co., Ltd.
1698	Topro Technology Inc.
1699	Logitech Europe S.A.
1700	Xiamen Doowell Electron Co., Ltd.
1701	Divio
1703	MicroStore, Inc.
1704	Topaz Systems, Inc.
1705	Westell
1706	Sysgration Ltd.
1707	Johnathon Freeman Technologies
1708	Fujitsu Laboratories of America, Inc.
1709	Greatland Electronics Taiwan Ltd.
1710	Resillion (Belgium NV)
1711	Harting, Inc. of North America
1712	Alva B.V.
1713	Signtech USA, Ltd.
1714	N*ABLE Technologies, Inc.
1715	Galil Motion Control
1716	Citron GmbH
1717	Stanford Research Systems
1718	Leda Media Products
1720	Pixela Corporation
1721	Thomson Telecom
1722	Smooth Cord & Connector Co., Ltd.
1723	EDA Inc.
1724	OKI Peripheral Products Division
1725	AGFA-Gevaert NV
1726	AME Optimedia Technology Co. Ltd.
1727	Leoco Corporation
1728	AllSpirit Co., Ltd.
1730	Microlynx Systems Ltd.
1731	Foss Tecator AB
1732	Bizlink Technology, Inc.
1733	Hagenuk, GmbH
1734	Infowave Software Inc.
1735	Storm Technology Inc.
1736	SIIG, Inc.
1737	Taxan (Europe) Ltd.
1738	Newer Technology, Inc.
1739	Synaptics Inc.
1740	Terayon Communication Systems
1741	Keyspan
1742	Contec Co., Ltd.
1743	Spheron VR- Bonnet und Steuerwald GdbR
1744	LapLink, Inc.
1745	Daewoo Electronics Co Ltd
1746	Pioneer Microsystems
1747	Mitsubishi Electric Corporation
1748	Cisco Systems(2)
1749	Toshiba America Electronic Components, Inc.
1750	Aashima Technology B.V.
1751	Network Computing Devices (NCD)
1752	Technical Marketing Research, Inc.
1753	Atmel-TEMIC Semiconductor GmbH
1754	Phoenixtec Power Co., Ltd.
1755	Paradyne
1756	Foxlink Image Technology Co., Ltd.
1757	Impact Technologies
1758	Heisei Technology Co., Ltd.
1759	Chia Shin Technology Corp. ‐ OBSOLETE
1760	Multi-Tech Systems, Inc.
1761	ADS Technologies, Inc.
1762	Trio Motion Technology Limited
1764	Alcatel Microelectronics
1765	Lusher Technologies
1766	Tiger Jet Network, Inc.
1767	Universal Electronics Inc.
1768	Braemar Inc.
1769	Nippon Electric Industry Co., Ltd.
1770	Sirius Technologies Limited
1771	PC Expert Tech. Co., Ltd.
1772	ADInstruments Ltd.
1773	Datastor Technology
1775	I.A.C. Geometrische Ingenieurs B.V.
1776	T.N.C Industrial Co., Ltd.
1777	Opcode Systems Inc.
1778	Emine Technology Company
1779	Flexion Systems Ltd.
1780	First Person Gaming
1781	Midian Production Distribution
1782	Wintrend Technology Co., Ltd.
1783	Wish Technologies
1784	Guillemot Corporation
1785	TASKING Labs
1786	HSD S.r.L
1787	Hitachi Device Engineering Ltd.
1788	Motorola Semiconductor Products Sector/US
1789	Boston Acoustics
1790	Gallant Computer, Inc.
1791	Mediacom Technologies Pte Ltd.
1793	Supercomal Wire & Cable SDN. BHD.
1794	PixStream Incorporated
1795	Bvtech Industry Inc.
1796	Vorum Research Corporation
1797	NKK Corporation
1798	Ariel Corporation
1799	SMC Networks, Inc.
1800	Putercom Co., Ltd.
1801	Parthus Technologies
1802	Oki Electric Industry Co., Ltd.
1803	Hasco Int., Inc.
1804	Titan Electronics Inc.
1805	Comoss Electronic Co., Ltd.
1806	Excel Cell Electronic Co., Ltd.
1807	Oce' -Technologies B.V.
1808	Connect Tech Inc.
1809	Magic Control Technology Corp.
1810	Verity Instruments, Inc.
1811	Interval Research Corp.
1812	New Motion International Co., Ltd
1813	Liang Tei Co., Ltd.
1814	Oxus Research S.A.
1815	ZNK Corporation
1816	Imation Corp.
1817	Tremon Enterprises Co., Ltd.
1818	FLIR Explosives
1819	Domain Technologies, Inc.
1820	Xionics Document Technologies, Inc.
1821	Dialogic Corporation
1822	Ariston Technologies
1823	ARS Technologies Ltd.
1824	Keyence Corporation
1825	HMedia Technology Inc.
1826	Consero
1827	Centillium Communications Corporation
1828	Lawson Labs, Inc.
1829	Applied Precision Inc.
1830	Vanguard International Semiconductor-America
1831	C&H Technologies, Inc.
1832	Avermedia
1833	CY&S Industrial Co., Ltd.
1834	Luminex Corporation
1835	Dnova Corporation
1836	OTSO
1837	Able Communications, Inc.
1838	Sunix Co., Ltd.
1839	Advanced Card Systems Ltd.
1840	Indus Instruments
1841	Susteen, Inc.
1842	Goldfull Electronics & Telecommunications Corp.
1843	ViewQuest Technologies, Inc.
1844	LASAT Communications A/S
1845	Asuscom Network, Inc.
1846	Lorom Industrial Co., Ltd.
1847	Snap-on Diagnostics
1848	Mad Catz Global Limited
1849	Cue Network Corporation
1850	Chaplet Systems, Inc.
1851	Suncom Technologies
1852	Industrial Electronic Engineers, Inc.
1853	Eutronsec Spa
1854	Sigma Itec, Inc.
1855	Data Electronics (Aust) Pty, Ltd.
1856	Full Enterprise Corp.
1857	Momentum US Inc.
1858	Stollmann EtV GmbH
1859	Bonig und Kallenback oHG
1860	GMK Electronic Design GmbH
1861	Syntech Information Co., Ltd.
1862	ONKYO Corporation
1863	Labway Corporation
1864	Strong Man Enterprise Co., Ltd.
1865	EVer Electronics Corp.
1866	Ming Fortune Industry Co., Ltd.
1867	Polestar Tech. Corp.
1868	C-C-C Group PLC
1869	Micronas GmbH
1870	Digital Stream Corporation
1871	Microflip, Inc
1872	Innovative Integration
1873	Info Network Systems
1874	Non-Standard, TSG
1875	Mocom Softeare GmbH & Co. KG
1876	SyQuest Technology
1877	Aureal Semiconductor
1878	RSI Systems
1879	Network Technologies, Inc.
1880	Carl Zeiss Jena GmbH
1881	Cellvision Systems, Inc.
1882	SEL Inc.
1883	Sophisticated Circuits, Inc.
1884	Ulan Co., Ltd.
1885	Microdowell SRL
1886	ABIT Corporation
1887	CITEL Technologies, Ltd.
1888	JL Cooper Electronics
1889	MasTech, Inc.
1890	Coretex Corporation
1891	M-Audio
1892	Cyber Power Systems, Inc.
1893	X-Rite Incorporated
1894	Jess-Link Products Co., Ltd. (JPC)
1895	Tokheim Corporation
1896	Camtel Technology Corp.
